Name,Price
President's Choice Extra Butter Flavour Purple Kernel Microwave Popcorn,$5.49
Nature Valley Trail Mix - Coconut Dark Chocolate,$4.49
HIPPEAS Chickpea Puff Snacks Bohemian Barbecue,$5.49
"Pillsbury Ready To Bake, Pumpkin Spice",$4.49
"Jell-O Refrigerated Pudding Snacks, Strawberry Cheesecake",$4.99
"Hardbite Handcrafted-Style Chips, BBQ Sweet Potato Chips",$4.79
No Name Crispy Rice Marshmallow Squares,$3.29
Rold Gold Classic Style Tiny Twists Pretzels 295g,$4.99
Lay's Cheddar Jalapeño flavoured potato chips,$4.99
"GoGo squeez Squeeze, Applesauce Apple Banana",$4.59
President's Choice World of Flavours Portuguese Chicken Flavour Rippled Potato Chips,$3.49
Ruffles Regular Lightly Salted Potato Chips,$4.99
"Dole Fruit Bowls Pears, Diced",$3.99
Miss Vickies Spicy Dill Pickle flavour kettle cooked potato chips 200g,$4.49
GoGo squeez Fruit Sauce Apple Pineapple Passion Fruit,$4.59
Snackpack No Sugar Added Vanilla Pudding,$2.79
President's Choice Apple Mango Sweet Potato Squeeze Fruit Snacks,$2.99
SkinnyPop Popcorn Pure Popped Perfection Popcorn Family Size,$10.99
Lay's Potato Chips Tomato Tango,$3.99
"GoGo squeez Squeeze, Apple Peach",$4.59
Kettle Potato Chips Jalapeno,$4.49
President's Choice Original Kettle Cooked Chips Club Size,$8.49
"Mott's Fruitsations, Original Apple",$3.99
President's Choice Apple Strawberry Squeeze Fruit Snacks,$6.99
Sunshine Snacks Chee Zees Crunchy Cheese Flavoured Snack Original,$3.99
Lay's Wavy Lightly Salted potato chips,$4.99
Sunchips French Onion Flavour Multigrain Snacks 205g,$5.49
Miss Vickies Jalapeño flavour kettle cooked potato chips 200g,$4.49
"Snackpack Snack Pack, Pudding, Vanilla",$2.79
President's Choice Roasted Cashews with Sea Salt,$4.99
Golden Island Pork Snack Bites Korean Barbecue Recipe,$5.99
"Planters Cashews, Roasted & Salted",$7.49
McSweeneys Pepperoni Original Lil Peps,$6.99
"Jack Links Beef Jerky, Jalapeno",$5.99
"Spitz Sunflower Seeds, Salted",$3.69
Old Dutch Dutch Crunch Potato Chips Flavour Favourites Crunch Pack,$10.99
"Spitz Sunflower Seeds, Dill Pickle",$3.69
Rold Gold Tiny Twists Classic Dipped,$4.99
Jack Links Pork Tender Bites Barbecue Recipe,$5.99
Lundberg Rice Cake Minis Sea Salt Organic,$5.99
Dole Fruit Bowls Diced Peaches in Light Syrup,$3.99
No Name Fruit Salad with Cherries in Light Syrup,$3.29
Ruffles Double Crunch Jalapeño Cheddar Flavoured Potato Chips,$4.99
"Snackpack Bakery Shop Snack Pack, Dessert Flavours, Lemon Meringue Pie",$2.79
Lay's Poppables Sea Salt flavoured potato snacks,$4.99
No Name Regular Rippled Potato Chips,$5.79
President's Choice Sea Salt and Cracked Black Pepper Jumbo Pistachios,$9.99
President's Choice Free From Teriyaki Beef Jerky,$12.99
Doritos Sweet & Tangy BBQ Tortilla Chips,$4.49
"Enjoy Life Plentils Lentil Chips, Sea Salt",$5.49
Golden Island Fire-Grilled Pork Jerky Korean Barbecue Recipe,$5.99
President's Choice Tex Mex Snack Mix,$2.99
Neal Brothers Foods Organic Mexican Street Corn Chips,$5.49
Noochpop Popcorn Kinda Nacho,$6.99
Lay's Poppables White Cheddar flavoured potato snacks,$4.99
President's Choice Dipped & Chewy S'mores Granola Bars,$3.29
Nature Valley Sweet & Salty Dark Chocolate Nut Chewy Granola Bars,$4.99
Reese's Puffs Peanut Butter & Cocoa Flavour Cereal Bars,$4.49
Pringles Buffalo Ranch Potato Chips,$3.99
Hardbite Apple Cider Vinegar Handcrafted-Style Chips,$4.99
Dole Parfait Peaches in Strawberry Gel,$3.99
Dole Fruit Bowls Mandarins,$3.99
Ruffles Double Crunch Ketchup Flavoured Potato Chips,$4.99
President's Choice Loads Of Ketchup Rippled Potato Chips,$3.49
President's Choice Jalapeno Flavour Kettle Cooked Chips,$3.49
No Name Cheese Flavoured Crunchy Snacks,$2.29
Doritos Jalapeno & Cheddar Chips,$4.49
President's Choice Mixed Nuts with Sea Salt,$4.99
President's Choice Peanuts Dry Roasted & Lightly Seasoned,$6.99
"Planters Almonds, Natural",$7.49
"Planters Peanuts, Dry Roasted",$7.99
President's Choice Unsalted Peanuts,$6.99
President's Choice Everything Trail Mix,$5.49
President's Choice Virginia Variety Party Peanuts With Sea Salt,$3.29
Handfuel Sweet Chili Mixed Nuts,$6.49
McSweeneys Honey Garlic L'il Peps,$6.99
"McSweeneys Beef Jerky, Original",$9.49
Old Dutch Mixed Snack Variety Pack,$11.99
No Name Barbecue Blanched Peanuts,$3.99
Old Dutch Potato Chips All Dressed Flavoured Limited Time Economy Pack,$5.79
Old Dutch Rip-L Potato Chips Limited Time Economy Pack,$5.79
Old Dutch Potato Chips Lightly Salted Limited Time Economy Pack,$5.79
No Name Seasoned Dry Roasted Peanuts,$4.99
"Planters Almonds, Roasted & Salted",$7.49
Old Dutch Crunchy Potato Chips Economy Pack Jalapeño Cheddar Flavour,$5.79
President's Choice Honey Roasted Peanuts,$6.99
Dan D Pak Mala Peas,$4.99
Crispers Bits & Bites Original Snack Mix,$3.99
PopCorners Sea Salt Popped-Corn Chips 142g,$5.99
Mr. Popcorn Flavour Salted,$4.29
Leclerc Go Pure Soft Baked Chocolate Chip Oatmeal Bars,$3.69
Quaker Crispy Minis Balsamic & Bruschetta Multigrain Chips with Vegetables,$3.99
Three Farmers Fava Beans Roasted Dill Pickle,$3.99
PC Blue Menu Fruit & Nut Dark Chocolate Cherry Chewy Bars,$4.49
Nature Valley Trail Mix Dark Chocolate Chewy Granola Bars,$4.49
"Fibre 1 Cinnamon Roll, Soft Baked Snack",$4.99
"Orville Popcorn Bowl, Extra Buttery",$5.99
Nutchos Sea Salt,$7.99
"Orville Popcorn, Extra Buttery",$9.99
Cedar Valley Pita Chips Sea Salt And Black Pepper,$5.99
Leclerc Nügabar Coated Nougat Bars Chocolate & Fudge,$2.99
Hashachar Haole Kosher Chocolate Spread,$5.99
Quaker Crispy Minis White Cheddar Flavour Large Brown Rice Cakes,$3.99
President's Choice Rich and Chewy Chocolate Chip Granola Bars,$3.29
"Twigz Craft Pretzels, Buttery Herb and Garlic",$4.99
Humble Smokey Bbq Organic,$4.99
"Hardbite Handcrafted-Style Chips, Honey Dijon",$4.99
Hardbite Sea Salt & Pepper Handcrafted Potato Chips,$4.99
"Kelloggs Special K Fruit Crisps, Strawberry Flavour, 10 Bars",$4.49
"Quaker Harvest Granola Bars, Yogurt  Strawberry",$4.79
"Betty Crocker Fruit by the Foot Variety Pack, 3 Flavours",$12.49
Nature Valley Protein - Peanut Almond & Dark Chocolate Flavour,$4.99
Spitz Chili Lime Sunflower Seeds,$3.69
"Hippie Snacks Almond Crips, Sea Salt",$7.99
The Good Crisp Company Potato Crisps Salt & Vinegar Flavour,$4.79
Quaker Parmesan & Roasted Garlic Chips,$3.99
President's Choice Sweet and Salty Almond Chewy Nut Bars,$3.29
Siete Churro Cinnamon Chips,$6.49
PopCorners Sweet & Salty Kettle Corn Style Flavoured Popped-Corn Chips 142g,$5.99
Hardbite Spicy Dill Pickle Handcrafted-Style Chips,$4.99
"Kelloggs Nutri-Grain Cereal Bars, Raspberry 8 Bars",$4.49
President's Choice Loads of Sour Cream & Onion Rippled Potato Chips,$3.49
President's Choice Chicago Mix Popcorn,$3.49
"Mott's Fruitsations Apple Sauce, Unsweetened",$3.99
T&T Sesame Seaweed Pumpkin Seeds,$2.29
"T&T Cashews, Unsalted",$17.99
President's Choice Caramel Popcorn,$3.49
Lay's Classic potato chips,$6.29
"GoGo squeez Squeeze, Apple Mango",$4.59
Hostess Hostess Original Flavour Potato Sticks 275g,$5.49
"Jack n' Jill Chippy Corn Chips, Barbecue",$2.89
Dole Fruit Bowls Diced Peaches in Water,$3.99
Haldiram Moong Dal,$2.49
"GoGo squeez Squeeze, Apple Berries",$4.59
Lay's All Dressed Flavoured Potato Chips,$4.99
President's Choice Loads Of Jalapeño Popper Flavour Rippled Potato Chips,$3.49
Dole Parfait Mixed Fruit in Cherry Gel,$3.99
bare Chocolate Coconut Chips 79g,$6.99
"Hardbite Handcrafted-Style Chips, All Natural",$4.99
"Orville Smart Pop, 100 Calories",$3.99
Martin's Family Fruit Farm Cinnamon Groove Crispy Apple Chips,$3.69
Pepperidge Farm Goldfish  Cheddar,$1.99
Dare Bear Paws Chocolate Chip Cookies,$3.49
Oreo Original Chocolate Sandwich Cookies,$4.29
Pepperidge Farm Goldfish  Colours,$1.99
Christie Salted Crackers,$5.49
Ritz Original Snacking Crackers,$3.99
President's Choice The Decadent Chocolate Chip Cookie,$4.49
Pepperidge Farm Goldfish  Flavour Blasted  Xtreme Cheddar,$1.99
Dare Bear Paws Banana Bread Cookies,$3.49
"Christie Sandwich Snacking Crackers, Cheese",$3.99
No Name Sesame Rice Crackers,$1.99
No Name Original Rice Crackers,$1.99
Pepperidge Farm Goldfish  Flavour Blasted  Xplosive Pizza Flavoured,$1.99
Cheez-It Baked Original Snack Crackers,$3.49
Dare Bear Paws Brownie Cookies,$3.49
"Christie Snack Packs Mini Chocolate Sandwich Cookies, School Snacks",$4.29
No Name Salted Tops Soda Crackers,$3.99
"Christie Original Cookies, Chocolate Chip",$4.29
"Christie Ritz Crackers, Cheese",$3.99
Pepperidge Farm Goldfish Cheddar (6 Pack),$1.99
Christie Crackers,$3.99
Leclerc Celebration Milk Chocolate Butter Cookies,$4.49
Pepperidge Farm Goldfish  Cheese Trio,$1.99
President's Choice Sea Salt Crackers,$3.49
"Christie Original Crackers, School Snacks",$3.99
Christie All Dressed Snacking Crackers,$3.99
President's Choice Traditional Naan Dippers,$4.29
"Christie Snack Packs Mini Cookies, Chocolate Chip, School Snacks",$4.29
"The Snack Factory Pretzel Crisps, Original",$5.49
No Name Cheese Rice Crackers,$1.99
Oreo Double Stuff Chocolate Sandwich Cookies,$4.29
"Cheez-It Crunch, Sharp White Cheddar, Baked Snack Crackers",$3.49
Pepperidge Farm Mega Bites Sharp Cheddar,$1.99
President's Choice Rosemary Crackers,$3.49
"Cheez-It Crunch, Zesty Cheddar Ranch Flavor, Baked Snack Crackers",$3.49
Pepperidge Farm Goldfish  Cheddar made with Whole Grain,$1.99
Dare Breton Garden Vegetable Crackers,$3.89
Dare Breton Original Crackers,$3.89
"Wheat Thins Original Snacking Crackers, Family Size",$3.99
Dare Bear Paws Rainbow Chip Cookies,$3.49
Wheat Thins Multigrain Snacking Crackers,$3.99
Pepperidge Farm Goldfish Baked Snack Crackers Mix Xtreme Cheddar + Pretzel,$1.99
Dare Bear Paws Baked Apple Cookies,$3.49
Pepperidge Farm Goldfish  Pretzel,$1.99
"Christie Chewy Cookies, Chocolate Chip",$4.29
Milano Giant Lady Finger Bis,$1.29
Dare Vinta Original Crackers,$3.89
President's Choice Parmesan Cheese & Garlic Swiss Sticks,$3.49
Haddar Kosher Multigrain Rice Cakes Himalayan Salt,$1.59
Christie Ritz Cheese Crackers,$20.49
Snappy Snax Kosher Chocolate Wafers Belgian-Style Wafers,$1.29
Crispers All Dressed Crackers,$4.99
John Wm. Macy's Cheese Sticks  Original Cheddar,$5.99
John Wm. Macy's Cheese Crisps Sesame Gruyère,$7.49
President's Choice Black Olive Swiss Sticks,$3.49
Haddar Kosher Multigrain Rice Cakes Unsalted,$1.59
No Name Plain Tops Soda Crackers,$3.99
"Haddar Kosher Tea Biscuits, Vanilla",$1.49
Stonewall Kitchen Asiago Cheese Crackers,$11.99
"Cheez-It Hot & Spicy, Baked Snack Crackers",$3.49
Popchips Fully Loaded Natural Flavour Original Popped Potato Snack,$4.29
Sprucewood Handmade Cookie Co. Classic Vanilla Shortbread,$6.49
34 Degrees Toasted Onion Crispbread,$5.99
Loacker Crispy Dark Chocolate Specialty With Cocoa Cream Filling Triple Chocolate,$3.49
Lotte Pepero Choco Filled Biscuit Sticks,$1.29
Voortman Lemon Wafers,$3.49
"Hadar Kosher Tirosh Biscuits, Half Moon",$2.69
Lesley Stowe's Lesley Stowe Raincoast Crisps Rosemary Raisin Pecan Crackers,$7.49
Bubbies Biscotti Double Belgian Chocolate Biscotti,$5.99
The Snack Factory Pretzel Crisps Bold & Spicy Buffalo Wing,$5.49
Sprucewood Handmade Cookie Co. Pure Maple Shortbread,$6.49
"Cookie It Up Shortbread Cookies, Salted Butterscotch",$5.99
Pepperidge Farm Monaco Double Chocolate,$3.79
John Wm. Macy's Cheese Crisps Melting Romano,$7.49
"Ryvita Wholegrain Rye Crispbread, Dark Rye",$4.49
Loacker Quadratini Double Chocolate,$5.49
No Name Salted Tops Soda Crackers,$5.99
Dare Simple Pleasures Digestive Cookies,$4.49
Grissol Melba Canapé 12 Grain,$3.89
"Tate's Bake Shop Cookies, Walnut Chocolate Chip Flavour",$8.99
Stacy's Parmesan Garlic & Herb Flavour Pita Chips 227g,$6.49
Kedem Kosher Tea Biscuits Original,$0.99
"Voortman Wafers, Vanilla",$3.49
Christie Chips Ahoy! Caramilk Cookies,$5.99
Dare Breton Gluten Free Herb and Garlic,$3.89
Christie Oatmeal Cookies,$6.49
Dare Cookies Crunchy Caramel Crunch,$3.49
"Loacker Wafer, Hazelnut",$4.29
Christie Rice Sesame Gluten Free Snacking Crackers,$3.99
Leclerc Celebration Butter Cookies Dark Chocolate 70% Cocoa,$4.49
President's Choice Milk Chocolate Concreto Biscuits,$3.99
Christie Dads Oatmeal Cookies,$5.49
"Christie Original Snacking Crackers, Party Size",$11.99
President's Choice Black Pepper & Sea Salt Crackers,$3.49
"Loacker Cookies, Milk Chocolate Biscuits, Hazelnut Cream",$4.79
No Name Fudge-Covered Graham Cookies,$4.29
President's Choice Original Oatmeal Cookies,$3.99
Christie Ritz Original Crackers,$5.49
"Arnott's Tim Tam Biscuits, Chewy Caramel",$4.49
President's Choice The Decadent Peanut Butter Chunk Cookies,$4.49
Dare Breton Gluten Free Original with Flax,$3.89
President's Choice Extra Cheesy Little Penguins,$3.99
Christie Arrowroot  Cookies,$6.49
Christie Oreo Mega Stuff Cookies,$5.99
Christie Snak Paks Cocoa Cookies,$4.29
"Leclerc Celebration Wafers, Vanilla",$4.49
President's Choice Oatmeal Raisin Cookies,$3.99
President's Choice Fine Cracker Assortment,$5.49
Oreo Mint Crème Chocolate Sandwich Cookies,$4.29
Cheez-It Baked Snack Crackers Crunch Original Cheddar,$3.49
Ritz Mini Cheese Crackers,$3.99
Christie Triscuit Thin Crisps Parmesan Garlic Crackers,$3.99
"Christie Low Sodium Crackers, School Snacks",$3.99
Garden Fresh Salted Tortillas,$5.99
"Ritz Cheese Bits, Cheddar",$3.99
Christie Triscuit Smoked Gouda Crackers,$3.99
"Christie Thin Crisps, Original Crackers, School Snacks",$3.99
Christie Ritz Fudge Covered Crackers,$3.99
Pepperidge Farm Goldfish  Vanilla Cupcake Grahams,$1.99
Wheat Thins Vegetable Thin Snacking Crackers,$3.99
Loacker Lemon Wafer,$3.49
Stacy's Multigrain Pita Chips 227g,$6.49
Stonewall Kitchen Sea Salt Flatbread Crisp,$11.99
Crown Snack 'N Crackers Original Salted,$3.79
Sprucewood Handmade Cookie Co. Lemon Zest Shortbread,$6.49
Sarah's Fine Foods Crostini Garlic Parmesan,$3.99
Voortman Mini Cookies Iced Oatmeal Cookies,$3.79
Galil Kosher Corn Cakes With Salted,$2.29
Ryvita Thins Onion Flatbreads,$4.49
"President's Choice Roasted Onion, Garlic and Herb Baked Pita Crackers",$3.49
Grissol Baguettes Toasted Snack Bread Jalapeño Cheddar Flavour,$3.89
Voortman Cookies Gingerbread Cookies,$5.49
Paris Toasts Paris Toasts,$3.99
President's Choice Garlic Crackers,$3.49
Tate's Bake Shop Cookies Oatmeal Raisin Flavour,$8.99
"Finn Crisp Crispbread, Original Rye",$4.49
Christie Salted Crackers,$9.49
Mom's Best Taralli Original,$5.49
Loacker Crispy Dark Chocolate Specialty With Hazelnut Cream Filling Dark,$3.49
President's Choice Pizza Flavour Little Penguin Crackers,$3.99
"New York Style Bagel Crisps, Sesame",$4.99
"Kambly Biscuits, Caprice",$5.49
"Galil Corn Cakes No Salt Thin, 18 Cakes",$2.29
"Cookie It Up Shortbread Cookies, White Chocolate Cranberry",$5.99
Loacker Wafers Double Chocolate,$4.49
Whisps Cheddar Cheese Crisps,$5.99
Dan D Pak Rice Crackers Nori Maki,$5.49
"Voortman Turnover Cookie, Strawberry",$3.79
"Voortman Wafers, Chocolate",$3.49
Peek Freans Lifestyle Selections Bran Crunch Biscuits,$4.99
Vicenzi Lady Fingers,$4.49
President's Choice Loads Of Cheddar Cheese Crackers,$3.49
"No Name Wafers, Cocoa",$1.99
Oreo Original Club Pack Cookies,$5.99
Dare Whippet Original Cookies,$4.29
No Name Thin Vegetable Crackers,$3.49
No Name Raspberry Turnover,$2.99
Britannia Bourbon Cream Biscuit,$3.99
Peek Freans Lifestyle Selections Shortcake Cookies,$4.99
Oreo Oreo Sandwich Cookies Cinnamon Bun,$4.29
Dare Bear Paws Veggies + Fruits Carrot Cake Cookies,$3.49
Christie Rainbow Cookies,$4.29
Leclerc Strawberry & Creme Truffle Butter Cookies,$4.49
Christie Crispers Ketchup Crackers,$3.99
Leclerc Celebration 45% Chocolate Butter Cake,$4.49
President's Choice Plain Digestive Biscuits,$3.49
President's Choice Crisp & Thin Vegetable Crackers,$3.49
President's Choice The Reverse Decadent White Chocolate Chip Cookies,$4.49
No Name Oatmeal Cookies,$4.49
Dare Veggie Crisps Sea Salt,$3.89
Peek Freans Lifestyle Selections Blueberry Brown Sugar Biscuit,$4.99
Christie BBQ Snacking Crackers,$3.99
President's Choice Belgian Biscuit Selection,$7.99
President's Choice The Decadent Chocolate Chunk Cookies,$6.49
Cheez-It Crackers Cheddar Sour Cream & Onion Flavour Snack,$4.49
"Arnott's Tim Tam Biscuits, Original",$4.49
Christie Chips Ahoy Soft & Chunky Original Cookies,$4.29
"Oreo Birthday Cake Chocolate Sandwich Cookies,",$4.29
Dare Veggie Crisps Zesty Ranch,$3.89
Leclerc Célébration Butter Cookies Chocolate Chip,$4.49
Ritz Ritz Crackers Mini Original,$3.99
Christie Triscuit Rosemary And Olive Oil Crackers,$3.99
Stonewall Kitchen Down East Crackers Salt & Pepper,$11.99
"Manischewitz Kosher Tam Tams, Original",$4.99
"The Snack Factory Pretzel Crisps, Everything",$5.49
Dare Vinta Rosemary & Olive Oil Crackers,$3.89
"Cookie It Up Shortbread Cookies, Milk Chocolate Chip",$5.99
PC Black Label Cranberry and Fennel Artisan Crisps,$6.00
"Ryvita Wholegrain Rye Crispbread, Sesame Rye",$4.49
Grissol Melba Toast Original,$3.89
Karachi Bakery Fruit Biscuits,$5.99
"Manischewitz Kosher Wafers, Chocolate Flavoured",$4.59
Christie Unsalted Crackers,$5.49
President's Choice Gruyère Cheese Swiss Sticks,$3.49
Christie Premium Plus Unsalted Crackers,$9.49
Mom's Best Taralli Black Olive & Rosemary,$5.49
Grissol Baguettes Bites Bruschetta,$3.89
Popchips BBQ Flavoured Original Popped Potato Snack,$4.29
"Leclerc Butter Cookies, Eggnog Truffle",$4.49
"Haddar Kosher Tea Biscuits, Chocolate",$1.49
Popchips Sea Salt & Vinegar Flavoured Original Popped Potato Snack,$4.29
"Ryvita Wholegrain Rye Crispbread, Rye & Oat Bran",$4.49
Quaker Crispy Minis Brown Rice Chips Sweet & Thin Cocoa Crunch,$3.99
Loacker Quadratini Bite Size Wafer Cookies Lemon,$5.49
Tate's Bake Shop Gluten Free Ginger Zinger Cookies,$8.99
Aurora Panettone Lemon Cream Italian Cake,$14.99
"VitaVigor Breadsticks, Traditional",$2.49
La Panzanella Croccantini Mini Crackers Original,$3.99
Stonewall Kitchen Down East Crackers Roasted Garlic,$10.99
Vicenzi Amaretto Cookies,$4.49
Britannia Milk Rusk,$5.99
President's Choice Cookie Chips Salted Caramel,$3.99
Britannia Chunkies Chocolate Chip Cookies,$1.99
No Name Honey Graham Wafers,$5.49
President's Choice Almond Cantuccini Mini Biscotti,$5.49
President's Choice Extra Cheesy Little Penguins Snack Crackers,$15.99
Dare Cookies Crunchy Double Chocolate,$3.49
Keebler Town House Oven Baked Crackers Light and Buttery Flavour Original,$3.99
President's Choice Dark Chocolate Crêpes,$3.49
Mr. Cookies Mr. Mini Vanilla Flavoured Cookies with Chocolate Drizzle,$2.99
No Name Vanilla Crème-Filled Wafers,$1.99
Dare Ultimate Fudge Chocolate Cookies,$4.29
Gioia Savoiardi Biscuits,$4.99
No Name Social Tea Biscuits,$4.29
Dare Wagon Wheels Original Cookies,$4.29
No Name Original Snack Crackers,$9.99
"Christie Mini Eggs Cookies, Chocolate Chips, Family Size",$5.99
Dare Bear Paws Morning Snack Cereal and Strawberries Cookies,$3.49
No Name Chocolately Chip Cookies,$4.49
Ritz Swiss Cheese Snacking Crackers,$3.99
Pepperidge Farm Goldfish Colours (6 Pack),$1.99
"Wheat Thins Vegetable Thins Crackers, Less Fat",$3.99
Triscuit Minis Original Crackers-Mini,$3.99
"Christie Ritz Bits Sandwiches, Cheese Snak Paks",$3.99
Ritz Cheese Nibs Cheddar/Jalapeno Crackers,$3.99
Pepperidge Farm Mega Bites Cheddar Jalapeno,$1.99
Christie Triscuit Roasted Garlic Crackers,$3.99
"Christie Cracked Pepper & Olive Oil Crackers, School Snacks",$3.99
Stonewall Kitchen Down East Crackers Avocado Oil & Sea Salt Avocado Oil & Sea Salt,$10.99
Lesley Stowe's Raincoast Crisps Wild Blueberry And Almond Crackers With Chia And Pumpkin Seeds,$7.49
Voortman No Sugar Added Chocolate Wafers,$3.79
Christie Ritz Chips Original Crackers,$3.99
Dan D Pak Pucks Nut & Seed,$3.99
Manischewitz Kosher Unsalted Daily Thin Matzo,$4.69
Lesley Stowe's Raincoast Crisps Salty Date Crackers,$8.00
Osem Kosher Cream Crackers,$1.69
"Christie Good Thins Corn Crackers, Sea Salt",$3.99
Popchips Original Aged White Cheddar Flavoured Popped Potato Snack,$4.29
Lesley Stowe's Raincoast Crisps Rosemary Raisin Crackers,$8.00
Lesley Stowe's Raincoast Fig & Olive,$7.49
Lotte Pepero Choco Cookie Biscuit Sticks,$1.29
"Sprucewood Handmade Cookie Co. Shortbread, Chocolate Chips",$6.49
President's Choice Chia & Quinoa Baked Pita Crackers,$3.49
"Ryvita Snackbread, Multigrain",$4.49
Voortman Mini Wafers Vanilla,$3.79
"Galil Kosher Rice Cakes With Sesame Seeds And Salt Thin, 18 Cakes",$2.29
"Voortman Wafers, Vanilla No Sugar Added",$3.79
Quaker Crispy Minis Tortilla Sour Cream & Chive Flavour Brown Rice Chips,$3.99
Simple Pleasures Simple Pleasures Spice Snaps Cookies,$4.49
Quaker Crispy Minis Brown Rice Chips Sweet & Thin Salted Caramel,$3.99
Pepperidge Farm Baked Graham Snacks Maple Syrup Flavoured Grahams Limited Edition,$1.99
34 Degrees Crisps Seeded,$7.99
John Wm. Macy's CheeseSticks Melting Parmesan,$5.99
PC Black Label Apricot and Rosemary Artisan Crisps,$6.00
"Ryvita Wholegrain Rye Crispbread, Multi-Grain",$4.49
President's Choice Onion & Chives Swiss Sticks,$3.49
President's Choice Cookie Chips Coconut,$3.99
